col 1,Time,col 2,col 3,col 4,col 5,col 6
22693,09-Jan-21 13:30:45:111,00:11:42:05:694,45.42,0,25.483,0
22694,09-Jan-21 13:30:46:969,00:11:42:07:552,45.427,0,25.482,0
22695,09-Jan-21 13:30:48:826,00:11:42:09:409,45.435,0,25.482,0
22696,09-Jan-21 13:30:50:683,00:11:42:11:266,45.441,0,25.483,0
22697,09-Jan-21 13:30:52:539,00:11:42:13:122,45.449,0,25.482,0
22698,09-Jan-21 13:30:54:396,00:11:42:14:979,45.457,0,25.481,0
22699,09-Jan-21 13:30:56:251,00:11:42:16:834,45.467,0,25.481,0
22700,09-Jan-21 13:30:58:107,00:11:42:18:690,45.478,0,25.482,0
22701,09-Jan-21 13:30:59:963,00:11:42:20:546,45.486,0,25.483,0
22702,09-Jan-21 13:31:01:820,00:11:42:22:403,45.495,0,25.48,0
22703,09-Jan-21 13:31:03:676,00:11:42:24:259,45.504,0,25.479,0
22704,09-Jan-21 13:31:05:533,00:11:42:26:116,45.513,0,25.478,0
22705,09-Jan-21 13:31:07:389,00:11:42:27:972,45.523,0,25.478,0
22706,09-Jan-21 13:31:09:246,00:11:42:29:829,45.535,0,25.476,0
22707,09-Jan-21 13:31:11:102,00:11:42:31:685,45.548,0,25.476,0
22708,09-Jan-21 13:31:12:959,00:11:42:33:542,45.561,0,25.476,0
22709,09-Jan-21 13:31:14:814,00:11:42:35:397,45.572,0,25.476,0
22710,09-Jan-21 13:31:16:671,00:11:42:37:254,45.583,0,25.476,0
22711,09-Jan-21 13:31:18:527,00:11:42:39:110,45.596,0,25.477,0
22712,09-Jan-21 13:31:20:384,00:11:42:40:967,45.613,0,25.478,0
22713,09-Jan-21 13:31:22:242,00:11:42:42:825,45.628,0,25.478,0
22714,09-Jan-21 13:31:24:097,00:11:42:44:680,45.644,0,25.478,0
22715,09-Jan-21 13:31:25:953,00:11:42:46:536,45.657,0,25.48,0
22716,09-Jan-21 13:31:27:809,00:11:42:48:392,45.67,0,25.481,0
22717,09-Jan-21 13:31:29:664,00:11:42:50:247,45.683,0,25.482,0
22718,09-Jan-21 13:31:31:520,00:11:42:52:103,45.695,0,25.482,0
22719,09-Jan-21 13:31:33:376,00:11:42:53:959,45.712,0,25.478,0
22720,09-Jan-21 13:31:35:231,00:11:42:55:814,45.724,0,25.476,0
22721,09-Jan-21 13:31:37:086,00:11:42:57:669,45.736,0,25.474,0
22722,09-Jan-21 13:31:38:944,00:11:42:59:527,45.737,0,25.475,0
22723,09-Jan-21 13:31:40:800,00:11:43:01:383,45.729,0,25.477,0
22724,09-Jan-21 13:31:42:656,00:11:43:03:239,45.717,0,25.479,0
22725,09-Jan-21 13:31:44:512,00:11:43:05:095,45.705,0,25.482,0
22726,09-Jan-21 13:31:46:369,00:11:43:06:952,45.694,0,25.484,0
22727,09-Jan-21 13:31:48:225,00:11:43:08:808,45.686,0,25.485,0
22728,09-Jan-21 13:31:50:081,00:11:43:10:664,45.677,0,25.483,0
22729,09-Jan-21 13:31:51:939,00:11:43:12:522,45.669,0,25.481,0
22730,09-Jan-21 13:31:53:797,00:11:43:14:380,45.662,0,25.479,0
22731,09-Jan-21 13:31:55:652,00:11:43:16:235,45.656,0,25.473,0
22732,09-Jan-21 13:31:57:508,00:11:43:18:091,45.649,0,25.47,0
22733,09-Jan-21 13:31:59:365,00:11:43:19:948,45.643,0,25.468,0
22734,09-Jan-21 13:32:01:223,00:11:43:21:806,45.64,0,25.469,0
22735,09-Jan-21 13:32:03:079,00:11:43:23:662,45.635,0,25.471,0
22736,09-Jan-21 13:32:04:936,00:11:43:25:519,45.63,0,25.471,0
22737,09-Jan-21 13:32:06:792,00:11:43:27:375,45.625,0,25.471,0
22738,09-Jan-21 13:32:08:648,00:11:43:29:231,45.623,0,25.471,0
22739,09-Jan-21 13:32:10:504,00:11:43:31:087,45.619,0,25.471,0
22740,09-Jan-21 13:32:12:359,00:11:43:32:942,45.616,0,25.47,0
22741,09-Jan-21 13:32:14:216,00:11:43:34:799,45.612,0,25.469,0
22742,09-Jan-21 13:32:16:073,00:11:43:36:656,45.609,0,25.47,0
22743,09-Jan-21 13:32:17:928,00:11:43:38:511,45.605,0,25.472,0
22744,09-Jan-21 13:32:19:787,00:11:43:40:370,45.6,0,25.473,0
22745,09-Jan-21 13:32:21:642,00:11:43:42:225,45.596,0,25.473,0
22746,09-Jan-21 13:32:23:498,00:11:43:44:081,45.593,0,25.473,0
22747,09-Jan-21 13:32:25:353,00:11:43:45:936,45.591,0,25.474,0
22748,09-Jan-21 13:32:27:211,00:11:43:47:794,45.588,0,25.473,0
22749,09-Jan-21 13:32:29:067,00:11:43:49:650,45.586,0,25.473,0
22750,09-Jan-21 13:32:30:924,00:11:43:51:507,45.584,0,25.472,0
22751,09-Jan-21 13:32:32:779,00:11:43:53:362,45.581,0,25.471,0
22752,09-Jan-21 13:32:34:634,00:11:43:55:217,45.579,0,25.471,0
22753,09-Jan-21 13:32:36:490,00:11:43:57:073,45.576,0,25.472,0
22754,09-Jan-21 13:32:38:346,00:11:43:58:929,45.573,0,25.473,0
22755,09-Jan-21 13:32:40:203,00:11:44:00:786,45.568,0,25.475,0
22756,09-Jan-21 13:32:42:060,00:11:44:02:643,45.566,0,25.477,0
22757,09-Jan-21 13:32:43:917,00:11:44:04:500,45.565,0,25.479,0
22758,09-Jan-21 13:32:45:772,00:11:44:06:355,45.562,0,25.482,0
22759,09-Jan-21 13:32:47:629,00:11:44:08:212,45.558,0,25.484,0
22760,09-Jan-21 13:32:49:485,00:11:44:10:068,45.556,0,25.487,0
22761,09-Jan-21 13:32:51:340,00:11:44:11:923,45.555,0,25.487,0
22762,09-Jan-21 13:32:53:195,00:11:44:13:778,45.553,0,25.486,0
22763,09-Jan-21 13:32:55:053,00:11:44:15:636,45.552,0,25.481,0
22764,09-Jan-21 13:32:56:908,00:11:44:17:491,45.551,0,25.478,0
22765,09-Jan-21 13:32:58:764,00:11:44:19:347,45.551,0,25.478,0
22766,09-Jan-21 13:33:00:620,00:11:44:21:203,45.55,0,25.48,0
22767,09-Jan-21 13:33:02:475,00:11:44:23:058,45.548,0,25.481,0
22768,09-Jan-21 13:33:04:330,00:11:44:24:913,45.547,0,25.483,0
22769,09-Jan-21 13:33:06:188,00:11:44:26:771,45.547,0,25.486,0
22770,09-Jan-21 13:33:08:045,00:11:44:28:628,45.545,0,25.489,0
22771,09-Jan-21 13:33:09:903,00:11:44:30:486,45.543,0,25.491,0
22772,09-Jan-21 13:33:11:760,00:11:44:32:343,45.54,0,25.492,0
22773,09-Jan-21 13:33:13:615,00:11:44:34:198,45.539,0,25.491,0
22774,09-Jan-21 13:33:15:473,00:11:44:36:056,45.536,0,25.492,0
22775,09-Jan-21 13:33:17:329,00:11:44:37:912,45.533,0,25.493,0
22776,09-Jan-21 13:33:19:185,00:11:44:39:768,45.532,0,25.495,0
22777,09-Jan-21 13:33:21:042,00:11:44:41:625,45.529,0,25.496,0
22778,09-Jan-21 13:33:22:899,00:11:44:43:482,45.526,0,25.497,0
22779,09-Jan-21 13:33:24:755,00:11:44:45:338,45.524,0,25.499,0
22780,09-Jan-21 13:33:26:611,00:11:44:47:194,45.521,0,25.496,0
22781,09-Jan-21 13:33:28:467,00:11:44:49:050,45.52,0,25.494,0
22782,09-Jan-21 13:33:30:325,00:11:44:50:908,45.519,0,25.492,0
22783,09-Jan-21 13:33:32:180,00:11:44:52:763,45.516,0,25.491,0
22784,09-Jan-21 13:33:34:037,00:11:44:54:620,45.514,0,25.492,0
22785,09-Jan-21 13:33:35:893,00:11:44:56:476,45.512,0,25.495,0
22786,09-Jan-21 13:33:37:751,00:11:44:58:334,45.51,0,25.498,0
22787,09-Jan-21 13:33:39:606,00:11:45:00:189,45.507,0,25.499,0
22788,09-Jan-21 13:33:41:462,00:11:45:02:045,45.505,0,25.501,0
22789,09-Jan-21 13:33:43:318,00:11:45:03:901,45.503,0,25.504,0
22790,09-Jan-21 13:33:45:173,00:11:45:05:756,45.499,0,25.503,0
22791,09-Jan-21 13:33:47:028,00:11:45:07:611,45.497,0,25.5,0
22792,09-Jan-21 13:33:48:886,00:11:45:09:469,45.495,0,25.499,0
22793,09-Jan-21 13:33:50:742,00:11:45:11:325,45.494,0,25.497,0
22794,09-Jan-21 13:33:52:597,00:11:45:13:180,45.491,0,25.494,0
22795,09-Jan-21 13:33:54:452,00:11:45:15:035,45.491,0,25.494,0
22796,09-Jan-21 13:33:56:309,00:11:45:16:892,45.491,0,25.493,0
22797,09-Jan-21 13:33:58:165,00:11:45:18:748,45.491,0,25.494,0
22798,09-Jan-21 13:34:00:020,00:11:45:20:603,45.488,0,25.495,0
22799,09-Jan-21 13:34:01:876,00:11:45:22:459,45.486,0,25.493,0
22800,09-Jan-21 13:34:03:734,00:11:45:24:317,45.484,0,25.494,0
22801,09-Jan-21 13:34:05:590,00:11:45:26:173,45.486,0,25.496,0
22802,09-Jan-21 13:34:07:446,00:11:45:28:029,45.483,0,25.498,0
22803,09-Jan-21 13:34:09:303,00:11:45:29:886,45.476,0,25.498,0
22804,09-Jan-21 13:34:11:159,00:11:45:31:742,45.471,0,25.5,0
22805,09-Jan-21 13:34:13:014,00:11:45:33:597,45.468,0,25.502,0
22806,09-Jan-21 13:34:14:870,00:11:45:35:453,45.464,0,25.503,0
22807,09-Jan-21 13:34:16:727,00:11:45:37:310,45.462,0,25.504,0
22808,09-Jan-21 13:34:18:583,00:11:45:39:166,45.462,0,25.503,0
22809,09-Jan-21 13:34:20:438,00:11:45:41:021,45.461,0,25.501,0
22810,09-Jan-21 13:34:22:294,00:11:45:42:877,45.463,0,25.498,0
22811,09-Jan-21 13:34:24:150,00:11:45:44:733,45.465,0,25.495,0
22812,09-Jan-21 13:34:26:007,00:11:45:46:590,45.467,0,25.494,0
22813,09-Jan-21 13:34:27:863,00:11:45:48:446,45.47,0,25.493,0
22814,09-Jan-21 13:34:29:720,00:11:45:50:303,45.474,0,25.492,0
22815,09-Jan-21 13:34:31:576,00:11:45:52:159,45.478,0,25.495,0
22816,09-Jan-21 13:34:33:430,00:11:45:54:013,45.482,0,25.497,0
22817,09-Jan-21 13:34:35:286,00:11:45:55:869,45.486,0,25.495,0
22818,09-Jan-21 13:34:37:145,00:11:45:57:728,45.492,0,25.492,0
22819,09-Jan-21 13:34:39:001,00:11:45:59:584,45.498,0,25.492,0
22820,09-Jan-21 13:34:40:856,00:11:46:01:439,45.504,0,25.494,0
22821,09-Jan-21 13:34:42:713,00:11:46:03:296,45.512,0,25.496,0
22822,09-Jan-21 13:34:44:569,00:11:46:05:152,45.519,0,25.498,0
22823,09-Jan-21 13:34:46:425,00:11:46:07:008,45.527,0,25.501,0
22824,09-Jan-21 13:34:48:282,00:11:46:08:865,45.537,0,25.5,0
22825,09-Jan-21 13:34:50:141,00:11:46:10:724,45.547,0,25.5,0
22826,09-Jan-21 13:34:51:996,00:11:46:12:579,45.556,0,25.498,0
22827,09-Jan-21 13:34:53:853,00:11:46:14:436,45.566,0,25.498,0
22828,09-Jan-21 13:34:55:708,00:11:46:16:291,45.577,0,25.498,0
22829,09-Jan-21 13:34:57:566,00:11:46:18:149,45.588,0,25.499,0
22830,09-Jan-21 13:34:59:421,00:11:46:20:004,45.601,0,25.5,0
22831,09-Jan-21 13:35:01:277,00:11:46:21:860,45.613,0,25.5,0
22832,09-Jan-21 13:35:03:135,00:11:46:23:718,45.625,0,25.502,0
22833,09-Jan-21 13:35:04:991,00:11:46:25:574,45.636,0,25.504,0
22834,09-Jan-21 13:35:06:846,00:11:46:27:429,45.646,0,25.506,0
22835,09-Jan-21 13:35:08:702,00:11:46:29:285,45.657,0,25.508,0
22836,09-Jan-21 13:35:10:558,00:11:46:31:141,45.671,0,25.508,0
22837,09-Jan-21 13:35:12:415,00:11:46:32:998,45.684,0,25.509,0
22838,09-Jan-21 13:35:14:270,00:11:46:34:853,45.699,0,25.509,0
22839,09-Jan-21 13:35:16:126,00:11:46:36:709,45.712,0,25.508,0
22840,09-Jan-21 13:35:17:982,00:11:46:38:565,45.725,0,25.508,0
22841,09-Jan-21 13:35:19:839,00:11:46:40:422,45.737,0,25.508,0
22842,09-Jan-21 13:35:21:695,00:11:46:42:278,45.751,0,25.508,0
22843,09-Jan-21 13:35:23:552,00:11:46:44:135,45.766,0,25.506,0
22844,09-Jan-21 13:35:25:407,00:11:46:45:990,45.777,0,25.502,0
22845,09-Jan-21 13:35:27:263,00:11:46:47:846,45.788,0,25.501,0
22846,09-Jan-21 13:35:29:118,00:11:46:49:701,45.784,0,25.5,0
22847,09-Jan-21 13:35:30:975,00:11:46:51:558,45.773,0,25.5,0
22848,09-Jan-21 13:35:32:832,00:11:46:53:415,45.761,0,25.5,0
22849,09-Jan-21 13:35:34:687,00:11:46:55:270,45.75,0,25.502,0
22850,09-Jan-21 13:35:36:544,00:11:46:57:127,45.739,0,25.502,0
22851,09-Jan-21 13:35:38:402,00:11:46:58:985,45.73,0,25.501,0
22852,09-Jan-21 13:35:40:260,00:11:47:00:843,45.721,0,25.499,0
22853,09-Jan-21 13:35:42:117,00:11:47:02:700,45.713,0,25.495,0
22854,09-Jan-21 13:35:43:973,00:11:47:04:556,45.707,0,25.491,0
22855,09-Jan-21 13:35:45:830,00:11:47:06:413,45.701,0,25.489,0
22856,09-Jan-21 13:35:47:685,00:11:47:08:268,45.695,0,25.488,0
22857,09-Jan-21 13:35:49:541,00:11:47:10:124,45.689,0,25.488,0
22858,09-Jan-21 13:35:51:397,00:11:47:11:980,45.684,0,25.489,0
22859,09-Jan-21 13:35:53:253,00:11:47:13:836,45.68,0,25.49,0
22860,09-Jan-21 13:35:55:108,00:11:47:15:691,45.675,0,25.49,0
22861,09-Jan-21 13:35:56:963,00:11:47:17:546,45.67,0,25.489,0
22862,09-Jan-21 13:35:58:821,00:11:47:19:404,45.666,0,25.487,0
22863,09-Jan-21 13:36:00:677,00:11:47:21:260,45.662,0,25.487,0
22864,09-Jan-21 13:36:02:533,00:11:47:23:116,45.659,0,25.489,0
22865,09-Jan-21 13:36:04:390,00:11:47:24:973,45.656,0,25.491,0
22866,09-Jan-21 13:36:06:248,00:11:47:26:831,45.654,0,25.495,0
22867,09-Jan-21 13:36:08:105,00:11:47:28:688,45.651,0,25.497,0
22868,09-Jan-21 13:36:09:960,00:11:47:30:543,45.647,0,25.498,0
22869,09-Jan-21 13:36:11:816,00:11:47:32:399,45.644,0,25.495,0
22870,09-Jan-21 13:36:13:673,00:11:47:34:256,45.64,0,25.49,0
22871,09-Jan-21 13:36:15:529,00:11:47:36:112,45.638,0,25.488,0
22872,09-Jan-21 13:36:17:384,00:11:47:37:967,45.636,0,25.485,0
22873,09-Jan-21 13:36:19:240,00:11:47:39:823,45.633,0,25.484,0
22874,09-Jan-21 13:36:21:095,00:11:47:41:678,45.63,0,25.485,0
22875,09-Jan-21 13:36:22:950,00:11:47:43:533,45.628,0,25.487,0
22876,09-Jan-21 13:36:24:806,00:11:47:45:389,45.626,0,25.488,0
22877,09-Jan-21 13:36:26:662,00:11:47:47:245,45.624,0,25.489,0
22878,09-Jan-21 13:36:28:518,00:11:47:49:101,45.62,0,25.489,0
22879,09-Jan-21 13:36:30:375,00:11:47:50:958,45.619,0,25.487,0
22880,09-Jan-21 13:36:32:230,00:11:47:52:813,45.617,0,25.485,0
22881,09-Jan-21 13:36:34:086,00:11:47:54:669,45.613,0,25.485,0
22882,09-Jan-21 13:36:35:943,00:11:47:56:526,45.61,0,25.484,0
22883,09-Jan-21 13:36:37:798,00:11:47:58:381,45.608,0,25.482,0
22884,09-Jan-21 13:36:39:654,00:11:48:00:237,45.606,0,25.484,0
22885,09-Jan-21 13:36:41:510,00:11:48:02:093,45.603,0,25.487,0
22886,09-Jan-21 13:36:43:367,00:11:48:03:950,45.6,0,25.491,0
22887,09-Jan-21 13:36:45:224,00:11:48:05:807,45.597,0,25.493,0
22888,09-Jan-21 13:36:47:081,00:11:48:07:664,45.594,0,25.493,0
22889,09-Jan-21 13:36:48:935,00:11:48:09:518,45.592,0,25.491,0
22890,09-Jan-21 13:36:50:792,00:11:48:11:375,45.59,0,25.489,0
22891,09-Jan-21 13:36:52:647,00:11:48:13:230,45.588,0,25.487,0
22892,09-Jan-21 13:36:54:504,00:11:48:15:087,45.587,0,25.486,0
22893,09-Jan-21 13:36:56:359,00:11:48:16:942,45.586,0,25.487,0
22894,09-Jan-21 13:36:58:215,00:11:48:18:798,45.584,0,25.488,0
22895,09-Jan-21 13:37:00:070,00:11:48:20:653,45.582,0,25.49,0
22896,09-Jan-21 13:37:01:927,00:11:48:22:510,45.58,0,25.49,0
22897,09-Jan-21 13:37:03:783,00:11:48:24:366,45.577,0,25.49,0
22898,09-Jan-21 13:37:05:641,00:11:48:26:224,45.573,0,25.49,0
22899,09-Jan-21 13:37:07:497,00:11:48:28:080,45.57,0,25.491,0
22900,09-Jan-21 13:37:09:354,00:11:48:29:937,45.567,0,25.493,0
22901,09-Jan-21 13:37:11:209,00:11:48:31:792,45.564,0,25.493,0
22902,09-Jan-21 13:37:13:067,00:11:48:33:650,45.561,0,25.493,0
22903,09-Jan-21 13:37:14:924,00:11:48:35:507,45.559,0,25.495,0
22904,09-Jan-21 13:37:16:781,00:11:48:37:364,45.557,0,25.496,0
22905,09-Jan-21 13:37:18:636,00:11:48:39:219,45.555,0,25.497,0
22906,09-Jan-21 13:37:20:492,00:11:48:41:075,45.555,0,25.496,0
22907,09-Jan-21 13:37:22:348,00:11:48:42:931,45.555,0,25.496,0
22908,09-Jan-21 13:37:24:205,00:11:48:44:788,45.553,0,25.497,0
22909,09-Jan-21 13:37:26:061,00:11:48:46:644,45.55,0,25.499,0
22910,09-Jan-21 13:37:27:916,00:11:48:48:499,45.547,0,25.499,0
22911,09-Jan-21 13:37:29:773,00:11:48:50:356,45.543,0,25.499,0
22912,09-Jan-21 13:37:31:628,00:11:48:52:211,45.539,0,25.5,0
22913,09-Jan-21 13:37:33:485,00:11:48:54:068,45.536,0,25.5,0
22914,09-Jan-21 13:37:35:341,00:11:48:55:924,45.534,0,25.5,0
22915,09-Jan-21 13:37:37:198,00:11:48:57:781,45.532,0,25.502,0
22916,09-Jan-21 13:37:39:053,00:11:48:59:636,45.532,0,25.505,0
22917,09-Jan-21 13:37:40:908,00:11:49:01:491,45.531,0,25.508,0
22918,09-Jan-21 13:37:42:765,00:11:49:03:348,45.529,0,25.512,0
22919,09-Jan-21 13:37:44:621,00:11:49:05:204,45.528,0,25.515,0
22920,09-Jan-21 13:37:46:477,00:11:49:07:060,45.523,0,25.517,0
22921,09-Jan-21 13:37:48:332,00:11:49:08:915,45.521,0,25.519,0
22922,09-Jan-21 13:37:50:188,00:11:49:10:771,45.516,0,25.519,0
22923,09-Jan-21 13:37:52:043,00:11:49:12:626,45.513,0,25.52,0
22924,09-Jan-21 13:37:53:898,00:11:49:14:481,45.511,0,25.517,0
22925,09-Jan-21 13:37:55:754,00:11:49:16:337,45.51,0,25.515,0
22926,09-Jan-21 13:37:57:611,00:11:49:18:194,45.509,0,25.515,0
22927,09-Jan-21 13:37:59:467,00:11:49:20:050,45.508,0,25.517,0
22928,09-Jan-21 13:38:01:324,00:11:49:21:907,45.509,0,25.52,0
22929,09-Jan-21 13:38:03:179,00:11:49:23:762,45.512,0,25.522,0
22930,09-Jan-21 13:38:05:035,00:11:49:25:618,45.506,0,25.523,0
22931,09-Jan-21 13:38:06:891,00:11:49:27:474,45.5,0,25.522,0
22932,09-Jan-21 13:38:08:746,00:11:49:29:329,45.494,0,25.519,0
22933,09-Jan-21 13:38:10:604,00:11:49:31:187,45.489,0,25.517,0
22934,09-Jan-21 13:38:12:460,00:11:49:33:043,45.484,0,25.514,0
22935,09-Jan-21 13:38:14:317,00:11:49:34:900,45.483,0,25.514,0
22936,09-Jan-21 13:38:16:174,00:11:49:36:757,45.483,0,25.513,0
22937,09-Jan-21 13:38:18:030,00:11:49:38:613,45.481,0,25.513,0
22938,09-Jan-21 13:38:19:887,00:11:49:40:470,45.482,0,25.514,0
22939,09-Jan-21 13:38:21:742,00:11:49:42:325,45.484,0,25.515,0
22940,09-Jan-21 13:38:23:600,00:11:49:44:183,45.487,0,25.516,0
22941,09-Jan-21 13:38:25:456,00:11:49:46:039,45.49,0,25.517,0
22942,09-Jan-21 13:38:27:311,00:11:49:47:894,45.494,0,25.518,0
22943,09-Jan-21 13:38:29:166,00:11:49:49:749,45.497,0,25.517,0
22944,09-Jan-21 13:38:31:023,00:11:49:51:606,45.503,0,25.518,0
22945,09-Jan-21 13:38:32:880,00:11:49:53:463,45.51,0,25.518,0
22946,09-Jan-21 13:38:34:736,00:11:49:55:319,45.516,0,25.519,0
22947,09-Jan-21 13:38:36:592,00:11:49:57:175,45.523,0,25.519,0
22948,09-Jan-21 13:38:38:449,00:11:49:59:032,45.531,0,25.519,0
22949,09-Jan-21 13:38:40:306,00:11:50:00:889,45.537,0,25.52,0
22950,09-Jan-21 13:38:42:161,00:11:50:02:744,45.545,0,25.519,0
22951,09-Jan-21 13:38:44:018,00:11:50:04:601,45.553,0,25.519,0
22952,09-Jan-21 13:38:45:875,00:11:50:06:458,45.562,0,25.518,0
22953,09-Jan-21 13:38:47:731,00:11:50:08:314,45.572,0,25.515,0
22954,09-Jan-21 13:38:49:586,00:11:50:10:169,45.582,0,25.512,0
22955,09-Jan-21 13:38:51:442,00:11:50:12:025,45.591,0,25.511,0
22956,09-Jan-21 13:38:53:297,00:11:50:13:880,45.601,0,25.511,0
22957,09-Jan-21 13:38:55:154,00:11:50:15:737,45.612,0,25.507,0
22958,09-Jan-21 13:38:57:010,00:11:50:17:593,45.625,0,25.506,0
22959,09-Jan-21 13:38:58:866,00:11:50:19:449,45.636,0,25.505,0
22960,09-Jan-21 13:39:00:721,00:11:50:21:304,45.647,0,25.504,0
22961,09-Jan-21 13:39:02:577,00:11:50:23:160,45.659,0,25.502,0
22962,09-Jan-21 13:39:04:434,00:11:50:25:017,45.671,0,25.502,0
22963,09-Jan-21 13:39:06:291,00:11:50:26:874,45.684,0,25.503,0
22964,09-Jan-21 13:39:08:148,00:11:50:28:731,45.697,0,25.504,0
22965,09-Jan-21 13:39:10:003,00:11:50:30:586,45.707,0,25.505,0
22966,09-Jan-21 13:39:11:858,00:11:50:32:441,45.72,0,25.505,0
22967,09-Jan-21 13:39:13:713,00:11:50:34:296,45.732,0,25.505,0
22968,09-Jan-21 13:39:15:569,00:11:50:36:152,45.747,0,25.506,0
22969,09-Jan-21 13:39:17:426,00:11:50:38:009,45.761,0,25.504,0
22970,09-Jan-21 13:39:19:282,00:11:50:39:865,45.776,0,25.502,0
22971,09-Jan-21 13:39:21:139,00:11:50:41:722,45.79,0,25.502,0
22972,09-Jan-21 13:39:22:994,00:11:50:43:577,45.806,0,25.499,0
22973,09-Jan-21 13:39:24:850,00:11:50:45:433,45.809,0,25.499,0
22974,09-Jan-21 13:39:26:707,00:11:50:47:290,45.801,0,25.5,0
22975,09-Jan-21 13:39:28:564,00:11:50:49:147,45.79,0,25.5,0
22976,09-Jan-21 13:39:30:420,00:11:50:51:003,45.779,0,25.501,0
22977,09-Jan-21 13:39:32:277,00:11:50:52:860,45.768,0,25.498,0
22978,09-Jan-21 13:39:34:134,00:11:50:54:717,45.759,0,25.496,0
22979,09-Jan-21 13:39:35:991,00:11:50:56:574,45.75,0,25.496,0
22980,09-Jan-21 13:39:37:846,00:11:50:58:429,45.741,0,25.496,0
22981,09-Jan-21 13:39:39:704,00:11:51:00:287,45.734,0,25.497,0
22982,09-Jan-21 13:39:41:560,00:11:51:02:143,45.727,0,25.496,0
22983,09-Jan-21 13:39:43:416,00:11:51:03:999,45.72,0,25.497,0
22984,09-Jan-21 13:39:45:272,00:11:51:05:855,45.713,0,25.499,0
22985,09-Jan-21 13:39:47:128,00:11:51:07:711,45.706,0,25.499,0
22986,09-Jan-21 13:39:48:985,00:11:51:09:568,45.702,0,25.501,0
22987,09-Jan-21 13:39:50:840,00:11:51:11:423,45.698,0,25.503,0
22988,09-Jan-21 13:39:52:696,00:11:51:13:279,45.696,0,25.502,0
22989,09-Jan-21 13:39:54:553,00:11:51:15:136,45.692,0,25.503,0
22990,09-Jan-21 13:39:56:409,00:11:51:16:992,45.686,0,25.506,0
22991,09-Jan-21 13:39:58:267,00:11:51:18:850,45.683,0,25.508,0
22992,09-Jan-21 13:40:00:124,00:11:51:20:707,45.68,0,25.511,0
22993,09-Jan-21 13:40:01:981,00:11:51:22:564,45.677,0,25.515,0
22994,09-Jan-21 13:40:03:839,00:11:51:24:422,45.673,0,25.515,0
22995,09-Jan-21 13:40:05:696,00:11:51:26:279,45.669,0,25.512,0
22996,09-Jan-21 13:40:07:552,00:11:51:28:135,45.665,0,25.508,0
22997,09-Jan-21 13:40:09:408,00:11:51:29:991,45.661,0,25.507,0
22998,09-Jan-21 13:40:11:265,00:11:51:31:848,45.658,0,25.508,0
22999,09-Jan-21 13:40:13:122,00:11:51:33:705,45.655,0,25.51,0
23000,09-Jan-21 13:40:14:978,00:11:51:35:561,45.652,0,25.512,0
23001,09-Jan-21 13:40:16:834,00:11:51:37:417,45.649,0,25.515,0
23002,09-Jan-21 13:40:18:691,00:11:51:39:274,45.648,0,25.517,0
23003,09-Jan-21 13:40:20:548,00:11:51:41:131,45.645,0,25.518,0
23004,09-Jan-21 13:40:22:405,00:11:51:42:988,45.643,0,25.52,0
23005,09-Jan-21 13:40:24:260,00:11:51:44:843,45.641,0,25.515,0
23006,09-Jan-21 13:40:26:116,00:11:51:46:699,45.64,0,25.512,0
23007,09-Jan-21 13:40:27:974,00:11:51:48:557,45.638,0,25.51,0
23008,09-Jan-21 13:40:29:829,00:11:51:50:412,45.636,0,25.507,0
23009,09-Jan-21 13:40:31:684,00:11:51:52:267,45.633,0,25.506,0
23010,09-Jan-21 13:40:33:543,00:11:51:54:126,45.631,0,25.507,0
23011,09-Jan-21 13:40:35:400,00:11:51:55:983,45.63,0,25.509,0
23012,09-Jan-21 13:40:37:257,00:11:51:57:840,45.629,0,25.513,0
23013,09-Jan-21 13:40:39:114,00:11:51:59:697,45.627,0,25.516,0
23014,09-Jan-21 13:40:40:971,00:11:52:01:554,45.625,0,25.516,0
23015,09-Jan-21 13:40:42:826,00:11:52:03:409,45.624,0,25.517,0
23016,09-Jan-21 13:40:44:681,00:11:52:05:264,45.621,0,25.517,0
23017,09-Jan-21 13:40:46:537,00:11:52:07:120,45.619,0,25.518,0
23018,09-Jan-21 13:40:48:391,00:11:52:08:974,45.618,0,25.52,0
23019,09-Jan-21 13:40:50:247,00:11:52:10:830,45.616,0,25.521,0
23020,09-Jan-21 13:40:52:103,00:11:52:12:686,45.613,0,25.523,0
23021,09-Jan-21 13:40:53:959,00:11:52:14:542,45.612,0,25.526,0
23022,09-Jan-21 13:40:55:816,00:11:52:16:399,45.61,0,25.527,0
23023,09-Jan-21 13:40:57:673,00:11:52:18:256,45.608,0,25.527,0
23024,09-Jan-21 13:40:59:529,00:11:52:20:112,45.604,0,25.528,0
23025,09-Jan-21 13:41:01:386,00:11:52:21:969,45.603,0,25.528,0
23026,09-Jan-21 13:41:03:243,00:11:52:23:826,45.602,0,25.53,0
23027,09-Jan-21 13:41:05:098,00:11:52:25:681,45.6,0,25.533,0
23028,09-Jan-21 13:41:06:954,00:11:52:27:537,45.597,0,25.534,0
23029,09-Jan-21 13:41:08:812,00:11:52:29:395,45.595,0,25.534,0
23030,09-Jan-21 13:41:10:669,00:11:52:31:252,45.591,0,25.532,0
23031,09-Jan-21 13:41:12:525,00:11:52:33:108,45.588,0,25.526,0
23032,09-Jan-21 13:41:14:381,00:11:52:34:964,45.587,0,25.525,0
