col 1,Time,col 2,col 3,col 4,col 5,col 6
348,09-Jan-21 01:59:25:995,00:00:10:46:578,44.694,0,23.497,0
349,09-Jan-21 01:59:27:852,00:00:10:48:435,44.687,0,23.498,0
350,09-Jan-21 01:59:29:708,00:00:10:50:291,44.681,0,23.499,0
351,09-Jan-21 01:59:31:565,00:00:10:52:148,44.674,0,23.499,0
352,09-Jan-21 01:59:33:421,00:00:10:54:004,44.669,0,23.496,0
353,09-Jan-21 01:59:35:278,00:00:10:55:861,44.663,0,23.496,0
354,09-Jan-21 01:59:37:135,00:00:10:57:718,44.657,0,23.498,0
355,09-Jan-21 01:59:38:991,00:00:10:59:574,44.652,0,23.5,0
356,09-Jan-21 01:59:40:847,00:00:11:01:430,44.647,0,23.501,0
357,09-Jan-21 01:59:42:704,00:00:11:03:287,44.642,0,23.502,0
358,09-Jan-21 01:59:44:559,00:00:11:05:142,44.638,0,23.5,0
359,09-Jan-21 01:59:46:415,00:00:11:06:998,44.633,0,23.498,0
360,09-Jan-21 01:59:48:272,00:00:11:08:855,44.626,0,23.5,0
361,09-Jan-21 01:59:50:128,00:00:11:10:711,44.621,0,23.498,0
362,09-Jan-21 01:59:51:983,00:00:11:12:566,44.616,0,23.498,0
363,09-Jan-21 01:59:53:839,00:00:11:14:422,44.61,0,23.498,0
364,09-Jan-21 01:59:55:695,00:00:11:16:278,44.604,0,23.496,0
365,09-Jan-21 01:59:57:552,00:00:11:18:135,44.598,0,23.497,0
366,09-Jan-21 01:59:59:409,00:00:11:19:992,44.592,0,23.498,0
367,09-Jan-21 02:00:01:266,00:00:11:21:849,44.587,0,23.499,0
368,09-Jan-21 02:00:03:122,00:00:11:23:705,44.581,0,23.499,0
369,09-Jan-21 02:00:04:978,00:00:11:25:561,44.577,0,23.501,0
370,09-Jan-21 02:00:06:835,00:00:11:27:418,44.571,0,23.502,0
371,09-Jan-21 02:00:08:690,00:00:11:29:273,44.567,0,23.502,0
372,09-Jan-21 02:00:10:546,00:00:11:31:129,44.563,0,23.504,0
373,09-Jan-21 02:00:12:401,00:00:11:32:984,44.558,0,23.505,0
374,09-Jan-21 02:00:14:257,00:00:11:34:840,44.554,0,23.503,0
375,09-Jan-21 02:00:16:112,00:00:11:36:695,44.55,0,23.502,0
376,09-Jan-21 02:00:17:967,00:00:11:38:550,44.545,0,23.503,0
377,09-Jan-21 02:00:19:823,00:00:11:40:406,44.542,0,23.504,0
378,09-Jan-21 02:00:21:679,00:00:11:42:262,44.537,0,23.504,0
379,09-Jan-21 02:00:23:536,00:00:11:44:119,44.534,0,23.503,0
380,09-Jan-21 02:00:25:392,00:00:11:45:975,44.531,0,23.501,0
381,09-Jan-21 02:00:27:248,00:00:11:47:831,44.526,0,23.499,0
382,09-Jan-21 02:00:29:104,00:00:11:49:687,44.523,0,23.498,0
383,09-Jan-21 02:00:30:960,00:00:11:51:543,44.515,0,23.497,0
384,09-Jan-21 02:00:32:815,00:00:11:53:398,44.51,0,23.498,0
385,09-Jan-21 02:00:34:672,00:00:11:55:255,44.505,0,23.499,0
386,09-Jan-21 02:00:36:526,00:00:11:57:109,44.501,0,23.5,0
387,09-Jan-21 02:00:38:381,00:00:11:58:964,44.496,0,23.502,0
388,09-Jan-21 02:00:40:237,00:00:12:00:820,44.491,0,23.501,0
389,09-Jan-21 02:00:42:092,00:00:12:02:675,44.487,0,23.498,0
390,09-Jan-21 02:00:43:949,00:00:12:04:532,44.482,0,23.5,0
391,09-Jan-21 02:00:45:804,00:00:12:06:387,44.477,0,23.502,0
392,09-Jan-21 02:00:47:659,00:00:12:08:242,44.475,0,23.504,0
393,09-Jan-21 02:00:49:517,00:00:12:10:100,44.471,0,23.505,0
394,09-Jan-21 02:00:51:372,00:00:12:11:955,44.467,0,23.505,0
395,09-Jan-21 02:00:53:231,00:00:12:13:814,44.463,0,23.507,0
396,09-Jan-21 02:00:55:087,00:00:12:15:670,44.46,0,23.509,0
397,09-Jan-21 02:00:56:943,00:00:12:17:526,44.457,0,23.511,0
398,09-Jan-21 02:00:58:801,00:00:12:19:384,44.454,0,23.512,0
399,09-Jan-21 02:01:00:656,00:00:12:21:239,44.451,0,23.511,0
400,09-Jan-21 02:01:02:513,00:00:12:23:096,44.449,0,23.511,0
401,09-Jan-21 02:01:04:367,00:00:12:24:950,44.444,0,23.51,0
402,09-Jan-21 02:01:06:224,00:00:12:26:807,44.439,0,23.508,0
403,09-Jan-21 02:01:08:080,00:00:12:28:663,44.434,0,23.508,0
404,09-Jan-21 02:01:09:937,00:00:12:30:520,44.431,0,23.51,0
405,09-Jan-21 02:01:11:794,00:00:12:32:377,44.427,0,23.509,0
406,09-Jan-21 02:01:13:649,00:00:12:34:232,44.425,0,23.507,0
407,09-Jan-21 02:01:15:505,00:00:12:36:088,44.421,0,23.506,0
408,09-Jan-21 02:01:17:360,00:00:12:37:943,44.418,0,23.508,0
409,09-Jan-21 02:01:19:217,00:00:12:39:800,44.414,0,23.507,0
410,09-Jan-21 02:01:21:072,00:00:12:41:655,44.411,0,23.508,0
411,09-Jan-21 02:01:22:928,00:00:12:43:511,44.406,0,23.508,0
412,09-Jan-21 02:01:24:783,00:00:12:45:366,44.402,0,23.506,0
413,09-Jan-21 02:01:26:641,00:00:12:47:224,44.398,0,23.503,0
414,09-Jan-21 02:01:28:498,00:00:12:49:081,44.396,0,23.501,0
415,09-Jan-21 02:01:30:353,00:00:12:50:936,44.393,0,23.499,0
416,09-Jan-21 02:01:32:209,00:00:12:52:792,44.391,0,23.495,0
417,09-Jan-21 02:01:34:064,00:00:12:54:647,44.389,0,23.495,0
418,09-Jan-21 02:01:35:919,00:00:12:56:502,44.386,0,23.494,0
419,09-Jan-21 02:01:37:774,00:00:12:58:357,44.384,0,23.489,0
420,09-Jan-21 02:01:39:631,00:00:13:00:214,44.382,0,23.49,0
421,09-Jan-21 02:01:41:486,00:00:13:02:069,44.38,0,23.49,0
422,09-Jan-21 02:01:43:341,00:00:13:03:924,44.378,0,23.491,0
423,09-Jan-21 02:01:45:199,00:00:13:05:782,44.377,0,23.493,0
424,09-Jan-21 02:01:47:054,00:00:13:07:637,44.373,0,23.495,0
425,09-Jan-21 02:01:48:911,00:00:13:09:494,44.37,0,23.497,0
426,09-Jan-21 02:01:50:767,00:00:13:11:350,44.369,0,23.498,0
427,09-Jan-21 02:01:52:624,00:00:13:13:207,44.369,0,23.501,0
428,09-Jan-21 02:01:54:481,00:00:13:15:064,44.371,0,23.502,0
429,09-Jan-21 02:01:56:336,00:00:13:16:919,44.372,0,23.503,0
430,09-Jan-21 02:01:58:193,00:00:13:18:776,44.375,0,23.504,0
431,09-Jan-21 02:02:00:050,00:00:13:20:633,44.378,0,23.505,0
432,09-Jan-21 02:02:01:907,00:00:13:22:490,44.382,0,23.504,0
433,09-Jan-21 02:02:03:764,00:00:13:24:347,44.387,0,23.501,0
434,09-Jan-21 02:02:05:619,00:00:13:26:202,44.392,0,23.497,0
435,09-Jan-21 02:02:07:478,00:00:13:28:061,44.398,0,23.494,0
436,09-Jan-21 02:02:09:333,00:00:13:29:916,44.403,0,23.493,0
437,09-Jan-21 02:02:11:189,00:00:13:31:772,44.409,0,23.493,0
438,09-Jan-21 02:02:13:045,00:00:13:33:628,44.417,0,23.493,0
439,09-Jan-21 02:02:14:901,00:00:13:35:484,44.426,0,23.493,0
440,09-Jan-21 02:02:16:757,00:00:13:37:340,44.433,0,23.492,0
441,09-Jan-21 02:02:18:613,00:00:13:39:196,44.442,0,23.496,0
442,09-Jan-21 02:02:20:470,00:00:13:41:053,44.449,0,23.495,0
443,09-Jan-21 02:02:22:324,00:00:13:42:907,44.458,0,23.492,0
444,09-Jan-21 02:02:24:181,00:00:13:44:764,44.469,0,23.495,0
445,09-Jan-21 02:02:26:036,00:00:13:46:619,44.482,0,23.497,0
446,09-Jan-21 02:02:27:893,00:00:13:48:476,44.493,0,23.499,0
447,09-Jan-21 02:02:29:748,00:00:13:50:331,44.504,0,23.5,0
448,09-Jan-21 02:02:31:605,00:00:13:52:188,44.515,0,23.499,0
449,09-Jan-21 02:02:33:460,00:00:13:54:043,44.525,0,23.498,0
450,09-Jan-21 02:02:35:318,00:00:13:55:901,44.537,0,23.497,0
451,09-Jan-21 02:02:37:173,00:00:13:57:756,44.55,0,23.491,0
452,09-Jan-21 02:02:39:029,00:00:13:59:612,44.567,0,23.491,0
453,09-Jan-21 02:02:40:885,00:00:14:01:468,44.581,0,23.494,0
454,09-Jan-21 02:02:42:742,00:00:14:03:325,44.593,0,23.497,0
455,09-Jan-21 02:02:44:597,00:00:14:05:180,44.607,0,23.497,0
456,09-Jan-21 02:02:46:453,00:00:14:07:036,44.62,0,23.497,0
457,09-Jan-21 02:02:48:310,00:00:14:08:893,44.634,0,23.495,0
458,09-Jan-21 02:02:50:166,00:00:14:10:749,44.651,0,23.494,0
459,09-Jan-21 02:02:52:021,00:00:14:12:604,44.663,0,23.492,0
460,09-Jan-21 02:02:53:877,00:00:14:14:460,44.678,0,23.489,0
461,09-Jan-21 02:02:55:734,00:00:14:16:317,44.694,0,23.486,0
462,09-Jan-21 02:02:57:589,00:00:14:18:172,44.713,0,23.484,0
463,09-Jan-21 02:02:59:445,00:00:14:20:028,44.731,0,23.485,0
464,09-Jan-21 02:03:01:303,00:00:14:21:886,44.75,0,23.487,0
465,09-Jan-21 02:03:03:162,00:00:14:23:745,44.764,0,23.486,0
466,09-Jan-21 02:03:05:020,00:00:14:25:603,44.783,0,23.487,0
467,09-Jan-21 02:03:06:875,00:00:14:27:458,44.787,0,23.488,0
468,09-Jan-21 02:03:08:732,00:00:14:29:315,44.782,0,23.488,0
469,09-Jan-21 02:03:10:587,00:00:14:31:170,44.776,0,23.486,0
470,09-Jan-21 02:03:12:443,00:00:14:33:026,44.769,0,23.485,0
471,09-Jan-21 02:03:14:299,00:00:14:34:882,44.758,0,23.484,0
472,09-Jan-21 02:03:16:156,00:00:14:36:739,44.75,0,23.484,0
473,09-Jan-21 02:03:18:012,00:00:14:38:595,44.74,0,23.483,0
474,09-Jan-21 02:03:19:869,00:00:14:40:452,44.733,0,23.483,0
475,09-Jan-21 02:03:21:725,00:00:14:42:308,44.726,0,23.484,0
476,09-Jan-21 02:03:23:582,00:00:14:44:165,44.719,0,23.485,0
477,09-Jan-21 02:03:25:437,00:00:14:46:020,44.712,0,23.485,0
478,09-Jan-21 02:03:27:294,00:00:14:47:877,44.705,0,23.483,0
479,09-Jan-21 02:03:29:149,00:00:14:49:732,44.698,0,23.482,0
480,09-Jan-21 02:03:31:004,00:00:14:51:587,44.693,0,23.482,0
481,09-Jan-21 02:03:32:861,00:00:14:53:444,44.687,0,23.48,0
482,09-Jan-21 02:03:34:716,00:00:14:55:299,44.682,0,23.478,0
483,09-Jan-21 02:03:36:572,00:00:14:57:155,44.676,0,23.476,0
484,09-Jan-21 02:03:38:427,00:00:14:59:010,44.67,0,23.475,0
485,09-Jan-21 02:03:40:284,00:00:15:00:867,44.665,0,23.473,0
486,09-Jan-21 02:03:42:141,00:00:15:02:724,44.66,0,23.47,0
487,09-Jan-21 02:03:43:998,00:00:15:04:581,44.655,0,23.47,0
488,09-Jan-21 02:03:45:853,00:00:15:06:436,44.65,0,23.47,0
489,09-Jan-21 02:03:47:709,00:00:15:08:292,44.646,0,23.469,0
490,09-Jan-21 02:03:49:566,00:00:15:10:149,44.641,0,23.468,0
491,09-Jan-21 02:03:51:424,00:00:15:12:007,44.637,0,23.466,0
492,09-Jan-21 02:03:53:281,00:00:15:13:864,44.633,0,23.465,0
493,09-Jan-21 02:03:55:137,00:00:15:15:720,44.628,0,23.465,0
494,09-Jan-21 02:03:56:992,00:00:15:17:575,44.623,0,23.464,0
495,09-Jan-21 02:03:58:849,00:00:15:19:432,44.62,0,23.465,0
496,09-Jan-21 02:04:00:706,00:00:15:21:289,44.617,0,23.467,0
497,09-Jan-21 02:04:02:561,00:00:15:23:144,44.614,0,23.465,0
498,09-Jan-21 02:04:04:419,00:00:15:25:002,44.61,0,23.464,0
499,09-Jan-21 02:04:06:274,00:00:15:26:857,44.607,0,23.465,0
500,09-Jan-21 02:04:08:129,00:00:15:28:712,44.603,0,23.465,0
501,09-Jan-21 02:04:09:986,00:00:15:30:569,44.599,0,23.466,0
502,09-Jan-21 02:04:11:842,00:00:15:32:425,44.595,0,23.465,0
503,09-Jan-21 02:04:13:697,00:00:15:34:280,44.592,0,23.465,0
504,09-Jan-21 02:04:15:554,00:00:15:36:137,44.588,0,23.464,0
505,09-Jan-21 02:04:17:412,00:00:15:37:995,44.584,0,23.463,0
506,09-Jan-21 02:04:19:267,00:00:15:39:850,44.581,0,23.464,0
507,09-Jan-21 02:04:21:123,00:00:15:41:706,44.578,0,23.467,0
508,09-Jan-21 02:04:22:980,00:00:15:43:563,44.575,0,23.469,0
509,09-Jan-21 02:04:24:837,00:00:15:45:420,44.572,0,23.469,0
510,09-Jan-21 02:04:26:693,00:00:15:47:276,44.568,0,23.47,0
511,09-Jan-21 02:04:28:549,00:00:15:49:132,44.564,0,23.471,0
512,09-Jan-21 02:04:30:406,00:00:15:50:989,44.56,0,23.472,0
513,09-Jan-21 02:04:32:264,00:00:15:52:847,44.556,0,23.472,0
514,09-Jan-21 02:04:34:119,00:00:15:54:702,44.552,0,23.471,0
515,09-Jan-21 02:04:35:974,00:00:15:56:557,44.547,0,23.47,0
516,09-Jan-21 02:04:37:830,00:00:15:58:413,44.543,0,23.471,0
517,09-Jan-21 02:04:39:686,00:00:16:00:269,44.537,0,23.473,0
518,09-Jan-21 02:04:41:542,00:00:16:02:125,44.533,0,23.474,0
519,09-Jan-21 02:04:43:397,00:00:16:03:980,44.529,0,23.475,0
520,09-Jan-21 02:04:45:254,00:00:16:05:837,44.524,0,23.475,0
521,09-Jan-21 02:04:47:111,00:00:16:07:694,44.52,0,23.474,0
522,09-Jan-21 02:04:48:966,00:00:16:09:549,44.514,0,23.473,0
523,09-Jan-21 02:04:50:823,00:00:16:11:406,44.511,0,23.473,0
524,09-Jan-21 02:04:52:678,00:00:16:13:261,44.508,0,23.473,0
525,09-Jan-21 02:04:54:535,00:00:16:15:118,44.505,0,23.475,0
526,09-Jan-21 02:04:56:390,00:00:16:16:973,44.501,0,23.477,0
527,09-Jan-21 02:04:58:247,00:00:16:18:830,44.498,0,23.474,0
528,09-Jan-21 02:05:00:102,00:00:16:20:685,44.494,0,23.471,0
529,09-Jan-21 02:05:01:958,00:00:16:22:541,44.491,0,23.469,0
530,09-Jan-21 02:05:03:812,00:00:16:24:395,44.488,0,23.469,0
531,09-Jan-21 02:05:05:669,00:00:16:26:252,44.485,0,23.467,0
532,09-Jan-21 02:05:07:525,00:00:16:28:108,44.482,0,23.464,0
533,09-Jan-21 02:05:09:381,00:00:16:29:964,44.48,0,23.46,0
534,09-Jan-21 02:05:11:239,00:00:16:31:822,44.477,0,23.459,0
535,09-Jan-21 02:05:13:096,00:00:16:33:679,44.474,0,23.458,0
536,09-Jan-21 02:05:14:952,00:00:16:35:535,44.471,0,23.456,0
537,09-Jan-21 02:05:16:808,00:00:16:37:391,44.467,0,23.456,0
538,09-Jan-21 02:05:18:664,00:00:16:39:247,44.465,0,23.454,0
539,09-Jan-21 02:05:20:522,00:00:16:41:105,44.461,0,23.452,0
540,09-Jan-21 02:05:22:377,00:00:16:42:960,44.456,0,23.451,0
541,09-Jan-21 02:05:24:234,00:00:16:44:817,44.452,0,23.451,0
542,09-Jan-21 02:05:26:091,00:00:16:46:674,44.449,0,23.45,0
543,09-Jan-21 02:05:27:948,00:00:16:48:531,44.446,0,23.453,0
544,09-Jan-21 02:05:29:803,00:00:16:50:386,44.444,0,23.45,0
545,09-Jan-21 02:05:31:658,00:00:16:52:241,44.442,0,23.447,0
546,09-Jan-21 02:05:33:515,00:00:16:54:098,44.439,0,23.445,0
547,09-Jan-21 02:05:35:371,00:00:16:55:954,44.436,0,23.444,0
548,09-Jan-21 02:05:37:227,00:00:16:57:810,44.433,0,23.447,0
549,09-Jan-21 02:05:39:084,00:00:16:59:667,44.43,0,23.449,0
550,09-Jan-21 02:05:40:940,00:00:17:01:523,44.427,0,23.448,0
551,09-Jan-21 02:05:42:796,00:00:17:03:379,44.424,0,23.45,0
552,09-Jan-21 02:05:44:653,00:00:17:05:236,44.422,0,23.451,0
553,09-Jan-21 02:05:46:510,00:00:17:07:093,44.42,0,23.453,0
554,09-Jan-21 02:05:48:368,00:00:17:08:951,44.418,0,23.454,0
555,09-Jan-21 02:05:50:224,00:00:17:10:807,44.416,0,23.457,0
556,09-Jan-21 02:05:52:079,00:00:17:12:662,44.413,0,23.459,0
557,09-Jan-21 02:05:53:935,00:00:17:14:518,44.408,0,23.461,0
558,09-Jan-21 02:05:55:791,00:00:17:16:374,44.406,0,23.463,0
559,09-Jan-21 02:05:57:647,00:00:17:18:230,44.405,0,23.468,0
560,09-Jan-21 02:05:59:503,00:00:17:20:086,44.406,0,23.472,0
561,09-Jan-21 02:06:01:360,00:00:17:21:943,44.406,0,23.475,0
562,09-Jan-21 02:06:03:215,00:00:17:23:798,44.407,0,23.478,0
563,09-Jan-21 02:06:05:071,00:00:17:25:654,44.41,0,23.481,0
564,09-Jan-21 02:06:06:928,00:00:17:27:511,44.414,0,23.481,0
565,09-Jan-21 02:06:08:785,00:00:17:29:368,44.417,0,23.481,0
566,09-Jan-21 02:06:10:642,00:00:17:31:225,44.421,0,23.481,0
567,09-Jan-21 02:06:12:499,00:00:17:33:082,44.424,0,23.48,0
568,09-Jan-21 02:06:14:355,00:00:17:34:938,44.43,0,23.477,0
569,09-Jan-21 02:06:16:210,00:00:17:36:793,44.435,0,23.478,0
570,09-Jan-21 02:06:18:065,00:00:17:38:648,44.44,0,23.479,0
571,09-Jan-21 02:06:19:922,00:00:17:40:505,44.446,0,23.48,0
572,09-Jan-21 02:06:21:780,00:00:17:42:363,44.455,0,23.481,0
573,09-Jan-21 02:06:23:635,00:00:17:44:218,44.464,0,23.483,0
574,09-Jan-21 02:06:25:491,00:00:17:46:074,44.472,0,23.483,0
575,09-Jan-21 02:06:27:349,00:00:17:47:932,44.481,0,23.482,0
576,09-Jan-21 02:06:29:205,00:00:17:49:788,44.493,0,23.481,0
577,09-Jan-21 02:06:31:062,00:00:17:51:645,44.503,0,23.479,0
578,09-Jan-21 02:06:32:918,00:00:17:53:501,44.513,0,23.48,0
579,09-Jan-21 02:06:34:775,00:00:17:55:358,44.524,0,23.481,0
580,09-Jan-21 02:06:36:632,00:00:17:57:215,44.534,0,23.483,0
581,09-Jan-21 02:06:38:489,00:00:17:59:072,44.547,0,23.484,0
582,09-Jan-21 02:06:40:347,00:00:18:00:930,44.558,0,23.486,0
583,09-Jan-21 02:06:42:202,00:00:18:02:785,44.575,0,23.487,0
584,09-Jan-21 02:06:44:057,00:00:18:04:640,44.592,0,23.485,0
585,09-Jan-21 02:06:45:915,00:00:18:06:498,44.606,0,23.486,0
586,09-Jan-21 02:06:47:771,00:00:18:08:354,44.62,0,23.488,0
587,09-Jan-21 02:06:49:628,00:00:18:10:211,44.634,0,23.489,0
588,09-Jan-21 02:06:51:484,00:00:18:12:067,44.652,0,23.488,0
589,09-Jan-21 02:06:53:339,00:00:18:13:922,44.672,0,23.491,0
590,09-Jan-21 02:06:55:194,00:00:18:15:777,44.684,0,23.491,0
591,09-Jan-21 02:06:57:050,00:00:18:17:633,44.694,0,23.493,0
592,09-Jan-21 02:06:58:906,00:00:18:19:489,44.712,0,23.493,0
593,09-Jan-21 02:07:00:763,00:00:18:21:346,44.728,0,23.492,0
594,09-Jan-21 02:07:02:623,00:00:18:23:206,44.746,0,23.492,0
595,09-Jan-21 02:07:04:479,00:00:18:25:062,44.764,0,23.492,0
596,09-Jan-21 02:07:06:335,00:00:18:26:918,44.783,0,23.494,0
597,09-Jan-21 02:07:08:190,00:00:18:28:773,44.801,0,23.494,0
598,09-Jan-21 02:07:10:048,00:00:18:30:631,44.823,0,23.49,0
599,09-Jan-21 02:07:11:903,00:00:18:32:486,44.838,0,23.486,0
600,09-Jan-21 02:07:13:759,00:00:18:34:342,44.83,0,23.486,0
601,09-Jan-21 02:07:15:617,00:00:18:36:200,44.82,0,23.487,0
602,09-Jan-21 02:07:17:473,00:00:18:38:056,44.81,0,23.485,0
603,09-Jan-21 02:07:19:329,00:00:18:39:912,44.799,0,23.483,0
604,09-Jan-21 02:07:21:187,00:00:18:41:770,44.788,0,23.481,0
605,09-Jan-21 02:07:23:042,00:00:18:43:625,44.778,0,23.478,0
606,09-Jan-21 02:07:24:898,00:00:18:45:481,44.769,0,23.476,0
607,09-Jan-21 02:07:26:754,00:00:18:47:337,44.761,0,23.475,0
608,09-Jan-21 02:07:28:610,00:00:18:49:193,44.753,0,23.474,0
609,09-Jan-21 02:07:30:466,00:00:18:51:049,44.746,0,23.473,0
610,09-Jan-21 02:07:32:322,00:00:18:52:905,44.74,0,23.472,0
611,09-Jan-21 02:07:34:176,00:00:18:54:759,44.734,0,23.472,0
612,09-Jan-21 02:07:36:032,00:00:18:56:615,44.727,0,23.471,0
613,09-Jan-21 02:07:37:888,00:00:18:58:471,44.721,0,23.471,0
614,09-Jan-21 02:07:39:743,00:00:19:00:326,44.715,0,23.471,0
615,09-Jan-21 02:07:41:600,00:00:19:02:183,44.709,0,23.47,0
616,09-Jan-21 02:07:43:457,00:00:19:04:040,44.703,0,23.469,0
617,09-Jan-21 02:07:45:313,00:00:19:05:896,44.697,0,23.47,0
618,09-Jan-21 02:07:47:170,00:00:19:07:753,44.692,0,23.472,0
619,09-Jan-21 02:07:49:024,00:00:19:09:607,44.687,0,23.475,0
620,09-Jan-21 02:07:50:882,00:00:19:11:465,44.681,0,23.478,0
621,09-Jan-21 02:07:52:739,00:00:19:13:322,44.675,0,23.478,0
622,09-Jan-21 02:07:54:595,00:00:19:15:178,44.67,0,23.481,0
623,09-Jan-21 02:07:56:451,00:00:19:17:034,44.665,0,23.481,0
624,09-Jan-21 02:07:58:308,00:00:19:18:891,44.66,0,23.477,0
625,09-Jan-21 02:08:00:163,00:00:19:20:746,44.655,0,23.473,0
626,09-Jan-21 02:08:02:020,00:00:19:22:603,44.65,0,23.471,0
627,09-Jan-21 02:08:03:876,00:00:19:24:459,44.645,0,23.47,0
628,09-Jan-21 02:08:05:734,00:00:19:26:317,44.641,0,23.47,0
629,09-Jan-21 02:08:07:590,00:00:19:28:173,44.636,0,23.47,0
630,09-Jan-21 02:08:09:447,00:00:19:30:030,44.63,0,23.467,0
631,09-Jan-21 02:08:11:303,00:00:19:31:886,44.623,0,23.464,0
632,09-Jan-21 02:08:13:157,00:00:19:33:740,44.618,0,23.463,0
633,09-Jan-21 02:08:15:013,00:00:19:35:596,44.614,0,23.463,0
634,09-Jan-21 02:08:16:868,00:00:19:37:451,44.607,0,23.465,0
635,09-Jan-21 02:08:18:726,00:00:19:39:309,44.603,0,23.466,0
636,09-Jan-21 02:08:20:581,00:00:19:41:164,44.598,0,23.466,0
637,09-Jan-21 02:08:22:437,00:00:19:43:020,44.593,0,23.467,0
638,09-Jan-21 02:08:24:293,00:00:19:44:876,44.589,0,23.468,0
639,09-Jan-21 02:08:26:149,00:00:19:46:732,44.585,0,23.467,0
640,09-Jan-21 02:08:28:005,00:00:19:48:588,44.581,0,23.468,0
641,09-Jan-21 02:08:29:863,00:00:19:50:446,44.577,0,23.47,0
642,09-Jan-21 02:08:31:720,00:00:19:52:303,44.573,0,23.471,0
643,09-Jan-21 02:08:33:577,00:00:19:54:160,44.568,0,23.472,0
644,09-Jan-21 02:08:35:433,00:00:19:56:016,44.563,0,23.473,0
645,09-Jan-21 02:08:37:289,00:00:19:57:872,44.558,0,23.476,0
646,09-Jan-21 02:08:39:146,00:00:19:59:729,44.554,0,23.478,0
647,09-Jan-21 02:08:41:001,00:00:20:01:584,44.548,0,23.48,0
648,09-Jan-21 02:08:42:857,00:00:20:03:440,44.544,0,23.484,0
649,09-Jan-21 02:08:44:714,00:00:20:05:297,44.54,0,23.487,0
650,09-Jan-21 02:08:46:572,00:00:20:07:155,44.536,0,23.489,0
651,09-Jan-21 02:08:48:429,00:00:20:09:012,44.532,0,23.49,0
652,09-Jan-21 02:08:50:284,00:00:20:10:867,44.527,0,23.492,0
653,09-Jan-21 02:08:52:140,00:00:20:12:723,44.522,0,23.491,0
654,09-Jan-21 02:08:53:996,00:00:20:14:579,44.519,0,23.491,0
655,09-Jan-21 02:08:55:853,00:00:20:16:436,44.517,0,23.492,0
656,09-Jan-21 02:08:57:711,00:00:20:18:294,44.513,0,23.489,0
657,09-Jan-21 02:08:59:568,00:00:20:20:151,44.509,0,23.486,0
658,09-Jan-21 02:09:01:425,00:00:20:22:008,44.505,0,23.486,0
659,09-Jan-21 02:09:03:280,00:00:20:23:863,44.503,0,23.487,0
660,09-Jan-21 02:09:05:134,00:00:20:25:717,44.499,0,23.486,0
661,09-Jan-21 02:09:06:990,00:00:20:27:573,44.495,0,23.483,0
662,09-Jan-21 02:09:08:846,00:00:20:29:429,44.493,0,23.479,0
663,09-Jan-21 02:09:10:702,00:00:20:31:285,44.489,0,23.474,0
664,09-Jan-21 02:09:12:561,00:00:20:33:144,44.485,0,23.471,0
665,09-Jan-21 02:09:14:418,00:00:20:35:001,44.481,0,23.466,0
666,09-Jan-21 02:09:16:273,00:00:20:36:856,44.476,0,23.464,0
667,09-Jan-21 02:09:18:129,00:00:20:38:712,44.471,0,23.465,0
668,09-Jan-21 02:09:19:985,00:00:20:40:568,44.467,0,23.465,0
669,09-Jan-21 02:09:21:842,00:00:20:42:425,44.464,0,23.465,0
670,09-Jan-21 02:09:23:699,00:00:20:44:282,44.461,0,23.462,0
671,09-Jan-21 02:09:25:554,00:00:20:46:137,44.458,0,23.46,0
672,09-Jan-21 02:09:27:412,00:00:20:47:995,44.455,0,23.456,0
673,09-Jan-21 02:09:29:267,00:00:20:49:850,44.451,0,23.455,0
674,09-Jan-21 02:09:31:122,00:00:20:51:705,44.449,0,23.454,0
675,09-Jan-21 02:09:32:978,00:00:20:53:561,44.446,0,23.452,0
676,09-Jan-21 02:09:34:834,00:00:20:55:417,44.443,0,23.45,0
677,09-Jan-21 02:09:36:690,00:00:20:57:273,44.44,0,23.448,0
678,09-Jan-21 02:09:38:547,00:00:20:59:130,44.437,0,23.447,0
679,09-Jan-21 02:09:40:402,00:00:21:00:985,44.437,0,23.448,0
680,09-Jan-21 02:09:42:259,00:00:21:02:842,44.437,0,23.45,0
681,09-Jan-21 02:09:44:116,00:00:21:04:699,44.438,0,23.451,0
682,09-Jan-21 02:09:45:971,00:00:21:06:554,44.439,0,23.451,0
683,09-Jan-21 02:09:47:826,00:00:21:08:409,44.442,0,23.452,0
684,09-Jan-21 02:09:49:683,00:00:21:10:266,44.446,0,23.452,0
685,09-Jan-21 02:09:51:539,00:00:21:12:122,44.452,0,23.453,0
686,09-Jan-21 02:09:53:397,00:00:21:13:980,44.457,0,23.456,0
687,09-Jan-21 02:09:55:253,00:00:21:15:836,44.462,0,23.459,0
688,09-Jan-21 02:09:57:109,00:00:21:17:692,44.469,0,23.46,0
689,09-Jan-21 02:09:58:964,00:00:21:19:547,44.474,0,23.463,0
690,09-Jan-21 02:10:00:819,00:00:21:21:402,44.481,0,23.465,0
691,09-Jan-21 02:10:02:673,00:00:21:23:256,44.489,0,23.463,0
692,09-Jan-21 02:10:04:528,00:00:21:25:111,44.498,0,23.459,0
693,09-Jan-21 02:10:06:385,00:00:21:26:968,44.505,0,23.459,0
694,09-Jan-21 02:10:08:240,00:00:21:28:823,44.515,0,23.461,0
695,09-Jan-21 02:10:10:096,00:00:21:30:679,44.524,0,23.462,0
696,09-Jan-21 02:10:11:951,00:00:21:32:534,44.532,0,23.463,0
